transaction_date,merchant_id,Total_Transaction,Total_Paid
2018-07-31,535,865,95853.60000000003
2018-07-31,42616,307,61886.97000000024
2018-07-31,46774,1942,1406128.4099999978
2018-07-31,57192,893,201514.59000000104
2018-07-31,86302,156,401.328
2018-07-31,124381,391,220044.09600000028
2018-07-31,129316,697,2013.299999999987
2018-08-01,535,840,111285.00000000012
2018-08-01,42616,410,83182.0320000005
2018-08-01,46774,1901,1557252.2339999992
2018-08-01,57192,1020,226566.99000000072
2018-08-01,86302,111,306.01799999999986
2018-08-01,124381,433,223600.3920000004
2018-08-01,129316,635,1810.799999999989
2018-08-02,535,870,90324.00000000004
2018-08-02,42616,538,108011.64600000066
2018-08-02,46774,1439,1241597.1419999984
2018-08-02,57192,941,243689.256000001
2018-08-02,86302,144,410.3279999999999
2018-08-02,124381,365,172233.8280000004
2018-08-02,129316,715,2049.299999999988
2018-08-03,535,900,114107.13000000006
2018-08-03,42616,345,76631.92200000037
2018-08-03,46774,1331,1158244.182000001
2018-08-03,57192,925,245520.3060000014
2018-08-03,86302,142,417.4380000000001
2018-08-03,124381,338,169558.12800000035
2018-08-03,129316,591,1730.2499999999884
2018-08-04,535,741,97660.35000000002
2018-08-04,42616,280,59495.1300000002
2018-08-04,46774,688,573658.3620000001
2018-08-04,57192,782,121350.40199999991
2018-08-04,86302,51,129.798
2018-08-04,124381,330,163746.48600000015
2018-08-04,129316,284,797.4000000000013
2018-08-05,535,638,85745.32200000001
2018-08-05,42616,258,61679.97000000015
2018-08-05,46774,808,617016.6540000001
2018-08-05,57192,679,107693.47800000002
2018-08-05,86302,10,30.15
2018-08-05,124381,336,187216.14600000027
2018-08-05,129316,315,881.1000000000014
2018-08-06,535,877,102422.08800000005
2018-08-06,42616,335,77293.38600000038
2018-08-06,46774,2410,2005573.0499999968
2018-08-06,57192,1040,276499.0620000007
2018-08-06,86302,116,334.09800000000007
2018-08-06,124381,448,243476.8560000007
2018-08-06,129316,494,1361.2499999999986
2018-08-07,535,858,108903.60000000012
2018-08-07,42616,342,88538.67000000045
2018-08-07,46774,1508,1345473.6119999995
2018-08-07,57192,1064,237165.12000000064
2018-08-07,86302,115,297.1980000000001
2018-08-07,124381,512,245077.0740000006
2018-08-07,129316,712,1977.299999999989
2018-08-08,535,816,107537.40000000014
2018-08-08,42616,302,77400.3780000003
2018-08-08,46774,1439,1232512.326000001
2018-08-08,57192,1058,263709.63000000134
2018-08-08,86302,86,215.928
2018-08-08,124381,540,245205.05400000064
2018-08-08,129316,736,2074.949999999985
2018-08-09,535,818,102488.34600000008
2018-08-09,42616,315,79364.7180000004
2018-08-09,46774,1267,1076352.4980000006
2018-08-09,57192,957,222577.9020000009
2018-08-09,86302,96,278.76600000000013
2018-08-09,124381,584,271458.39600000053
2018-08-09,129316,755,2169.449999999988
2018-08-10,535,634,70716.05999999997
2018-08-10,42616,311,75605.05800000031
2018-08-10,46774,2439,1971060.0659999973
2018-08-10,57192,893,248146.9020000008
2018-08-10,86302,106,276.9660000000001
2018-08-10,124381,480,230295.4740000005
2018-08-10,129316,684,1907.5499999999893
2018-08-11,535,632,78344.76599999999
2018-08-11,42616,297,73443.9060000003
2018-08-11,46774,803,639394.164
2018-08-11,57192,714,158974.63200000054
2018-08-11,86302,78,182.466
2018-08-11,124381,427,224481.7980000004
2018-08-11,129316,598,1727.999999999991
2018-08-12,535,651,88831.63799999998
2018-08-12,42616,330,77513.81400000032
2018-08-12,46774,483,380598.4799999999
2018-08-12,57192,614,135880.99200000017
2018-08-12,86302,9,26.19
2018-08-12,124381,403,190744.29000000044
2018-08-12,129316,357,976.0500000000026
2018-08-13,535,916,117805.26600000028
2018-08-13,42616,325,80026.65000000029
2018-08-13,46774,1478,1173150.9540000004
2018-08-13,57192,909,230925.2220000008
2018-08-13,86302,114,295.002
2018-08-13,124381,482,296049.58199999994
2018-08-13,129316,507,1422.8999999999965
2018-08-14,535,868,102908.21400000004
2018-08-14,42616,337,82359.23400000032
2018-08-14,46774,1316,1110803.057999999
2018-08-14,57192,869,239070.97800000096
2018-08-14,86302,183,475.812
2018-08-14,124381,439,306145.9080000003
2018-08-14,129316,665,1894.049999999991
2018-08-15,535,748,99170.60400000014
2018-08-15,42616,694,141319.0260000011
2018-08-15,46774,2225,1743123.330000001
2018-08-15,57192,834,200423.2500000009
2018-08-15,86302,110,259.97399999999993
2018-08-15,124381,472,355533.3899999997
2018-08-15,129316,696,1992.599999999986
2018-08-16,535,719,98029.04400000008
2018-08-16,42616,570,117901.89000000089
2018-08-16,46774,1229,1111239.7380000018
2018-08-16,57192,850,219410.928000001
2018-08-16,86302,153,353.664
2018-08-16,124381,354,215947.51200000028
2018-08-16,129316,736,2062.3499999999867
2018-08-17,535,770,112300.59600000033
2018-08-17,42616,484,110481.12000000074
2018-08-17,46774,1385,1065250.674
2018-08-17,57192,848,171970.66800000062
2018-08-17,86302,161,415.5480000000001
2018-08-17,124381,372,232798.28400000048
2018-08-17,129316,651,1853.099999999988
2018-08-18,535,592,74258.19000000003
2018-08-18,42616,346,74786.49000000034
2018-08-18,46774,560,514466.6940000004
2018-08-18,57192,662,154031.6880000006
2018-08-18,86302,55,111.852
2018-08-18,124381,360,180043.18200000044
2018-08-18,129316,574,1603.7999999999915
2018-08-19,535,487,68214.22199999995
2018-08-19,42616,306,59410.27800000024
2018-08-19,46774,360,244550.7719999996
2018-08-19,57192,594,117164.44800000035
2018-08-19,86302,20,70.64999999999998
2018-08-19,124381,352,191860.3440000002
2018-08-19,129316,275,771.3000000000013
2018-08-20,535,405,49994.514
2018-08-20,42616,247,53729.38800000016
2018-08-20,46774,1085,737891.5140000009
2018-08-20,57192,634,134602.97400000016
2018-08-20,86302,45,111.906
2018-08-20,124381,282,156486.9420000003
2018-08-20,129316,258,732.150000000002
2018-08-21,535,251,31779.324
2018-08-21,42616,256,55561.21200000017
2018-08-21,46774,232,146110.60799999992
2018-08-21,57192,462,81538.65000000013
2018-08-21,86302,4,14.85
2018-08-21,124381,189,111334.50000000007
2018-08-21,129316,317,918.450000000002
2018-08-22,535,287,34470.215999999986
2018-08-22,42616,212,48213.00000000009
2018-08-22,46774,231,150837.2279999999
2018-08-22,57192,581,111744.72000000012
2018-08-22,86302,9,31.05
2018-08-22,124381,197,114891.17400000009
2018-08-22,129316,264,778.050000000002
2018-08-23,535,371,42135.02999999999
2018-08-23,42616,207,48113.0820000001
2018-08-23,46774,223,139298.57999999996
2018-08-23,57192,575,119511.72000000012
2018-08-23,86302,9,24.3
2018-08-23,124381,295,133144.90200000015
2018-08-23,129316,270,762.300000000001
2018-08-24,535,478,53910.882
2018-08-24,42616,217,47976.120000000126
2018-08-24,46774,240,127931.7599999999
2018-08-24,57192,578,118111.98600000008
2018-08-24,86302,24,33.426
2018-08-24,124381,383,195696.0180000002
2018-08-24,129316,267,735.7500000000011
2018-08-25,535,581,65152.800000000025
2018-08-25,42616,250,49941.12600000016
2018-08-25,46774,376,268494.76799999987
2018-08-25,57192,599,107206.11000000016
2018-08-25,86302,25,43.45199999999999
2018-08-25,124381,490,243605.25000000047
2018-08-25,129316,283,817.6500000000017
2018-08-26,535,620,70091.136
2018-08-26,42616,366,76833.79200000034
2018-08-26,46774,438,309893.2380000002
2018-08-26,57192,666,129228.24600000032
2018-08-26,86302,10,40.50000000000001
2018-08-26,124381,534,242058.0960000004
2018-08-26,129316,165,471.6000000000005
2018-08-27,535,1047,130044.97800000005
2018-08-27,42616,419,96779.30400000054
2018-08-27,46774,1683,1315322.4779999966
2018-08-27,57192,1076,262525.032000001
2018-08-27,86302,88,268.66800000000006
2018-08-27,124381,485,259748.22600000043
2018-08-27,129316,367,1012.9500000000024
2018-08-28,535,1022,120380.7600000001
2018-08-28,42616,298,82384.66800000041
2018-08-28,46774,1008,823298.8140000001
2018-08-28,57192,1004,194179.3200000008
2018-08-28,86302,98,277.1460000000001
2018-08-28,124381,445,283824.2160000004
2018-08-28,129316,464,1272.5999999999983
2018-08-29,535,939,113654.55600000011
2018-08-29,42616,217,61875.21600000022
2018-08-29,46774,1018,827638.5420000014
2018-08-29,57192,984,287914.536
2018-08-29,86302,154,391.23000000000025
2018-08-29,124381,365,223107.7320000002
2018-08-29,129316,471,1349.0999999999983
2018-08-30,535,785,91272.60000000006
2018-08-30,42616,207,59956.3440000002
2018-08-30,46774,649,559525.0859999999
2018-08-30,57192,813,162844.29000000044
2018-08-30,86302,91,207.32400000000004
2018-08-30,124381,305,146437.3980000001
2018-08-30,129316,388,1089.450000000001
2018-08-31,535,788,90831.38400000003
2018-08-31,42616,190,57888.88200000018
2018-08-31,46774,1982,1547374.3379999998
2018-08-31,57192,822,227647.40400000065
2018-08-31,86302,155,386.83800000000014
2018-08-31,124381,403,213642.2340000005
2018-08-31,129316,520,1495.3499999999958
2018-09-01,535,736,85513.86
2018-09-01,42616,199,64017.39600000021
2018-09-01,46774,860,655910.6039999999
2018-09-01,57192,718,151404.62400000045
2018-09-01,86302,25,63.882000000000005
2018-09-01,124381,391,221544.28800000032
2018-09-01,129316,398,1123.6500000000017
2018-09-02,535,657,76923.88200000001
2018-09-02,42616,229,64121.20200000022
2018-09-02,46774,513,417720.06
2018-09-02,57192,660,154253.07000000012
2018-09-02,86302,10,21.24
2018-09-02,124381,391,208405.7640000005
2018-09-02,129316,260,749.700000000002
2018-09-03,535,1079,133556.65200000012
2018-09-03,42616,228,73132.6680000003
2018-09-03,46774,2100,1983879.161999998
2018-09-03,57192,1075,252389.14200000127
2018-09-03,86302,64,181.72800000000004
2018-09-03,124381,523,282300.33599999995
2018-09-03,129316,505,1379.249999999998
2018-09-04,535,985,166077.0
2018-09-04,42616,229,70365.18600000023
2018-09-04,46774,1695,1640387.664
2018-09-04,57192,1027,274179.11400000047
2018-09-04,86302,86,197.54999999999995
2018-09-04,124381,445,217503.48600000035
2018-09-04,129316,690,1968.7499999999864
2018-09-05,535,933,110374.30800000003
2018-09-05,42616,235,72820.02600000033
2018-09-05,46774,1919,1695792.149999998
2018-09-05,57192,1051,241369.8300000009
2018-09-05,86302,112,300.88800000000015
2018-09-05,124381,557,295322.5260000008
2018-09-05,129316,624,1741.9499999999932
2018-09-06,535,955,118918.80000000006
2018-09-06,42616,843,196633.5660000012
2018-09-06,46774,1666,1713916.0080000008
2018-09-06,57192,1083,270168.6780000011
2018-09-06,86302,62,150.29999999999998
2018-09-06,124381,493,230140.4760000005
2018-09-06,129316,645,1808.0999999999945
2018-09-07,535,879,94179.60000000003
2018-09-07,42616,647,171414.28800000084
2018-09-07,46774,1716,1504147.0680000004
2018-09-07,57192,1095,347479.92000000004
2018-09-07,86302,73,196.6860000000001
2018-09-07,124381,421,217638.1800000005
2018-09-07,129316,611,1641.149999999995
2018-09-08,535,757,77323.30200000003
2018-09-08,42616,599,157093.43400000103
2018-09-08,46774,816,660321.0899999994
2018-09-08,57192,836,169600.44600000072
2018-09-08,86302,47,128.97
2018-09-08,124381,337,167629.59000000035
2018-09-08,129316,650,1796.8499999999922
2018-09-09,535,737,82929.60000000002
2018-09-09,42616,620,165523.19400000098
2018-09-09,46774,644,492457.1760000002
2018-09-09,57192,761,189013.71600000057
2018-09-09,86302,24,70.90199999999999
2018-09-09,124381,319,171797.34600000037
2018-09-09,129316,325,870.3000000000005
2018-09-10,535,1123,141270.3900000001
2018-09-10,42616,551,144034.79400000104
2018-09-10,46774,3231,2820698.693999995
2018-09-10,57192,1042,253492.30800000107
2018-09-10,86302,102,261.72
2018-09-10,124381,548,278752.5540000007
2018-09-10,129316,485,1315.799999999996
2018-09-11,535,1042,120511.63800000012
2018-09-11,42616,608,164621.1060000011
2018-09-11,46774,1606,1373803.0380000018
2018-09-11,57192,1077,246002.36400000183
2018-09-11,86302,118,274.6800000000002
2018-09-11,124381,570,303389.9640000001
2018-09-11,129316,459,1246.949999999999
2018-09-12,535,1052,116351.38800000012
2018-09-12,42616,494,138218.508000001
2018-09-12,46774,1408,1286623.5300000017
2018-09-12,57192,1004,257030.73000000144
2018-09-12,86302,80,188.4780000000001
2018-09-12,124381,540,290118.78
2018-09-12,129316,532,1552.0499999999968
2018-09-13,535,971,113212.80000000016
2018-09-13,42616,443,131925.45600000088
2018-09-13,46774,1395,1210475.3220000025
2018-09-13,57192,1036,244563.6420000014
2018-09-13,86302,127,320.74200000000013
2018-09-13,124381,523,290957.23800000007
2018-09-13,129316,549,1567.799999999998
2018-09-14,535,895,92487.63600000009
2018-09-14,42616,456,136604.790000001
2018-09-14,46774,1242,1180086.7500000002
2018-09-14,57192,976,251159.65200000125
2018-09-14,86302,110,225.77400000000003
2018-09-14,124381,414,221463.6300000004
2018-09-14,129316,449,1301.8499999999988
2018-09-15,535,755,78964.20000000004
2018-09-15,42616,476,134315.67600000105
2018-09-15,46774,1013,797886.0900000001
2018-09-15,57192,728,144352.3500000005
2018-09-15,86302,80,185.95800000000003
2018-09-15,124381,364,249608.9700000002
2018-09-15,129316,554,1648.799999999993
2018-09-16,535,737,86763.60000000003
2018-09-16,42616,504,142955.04600000093
2018-09-16,46774,604,460231.3080000002
2018-09-16,57192,635,134692.52400000035
2018-09-16,86302,14,35.10000000000001
2018-09-16,124381,433,263184.5880000002
2018-09-16,129316,369,1012.9499999999992
2018-09-17,535,1062,123442.20000000014
2018-09-17,42616,439,123081.01200000088
2018-09-17,46774,1869,1699361.9819999966
2018-09-17,57192,1017,258625.78200000143
2018-09-17,86302,118,280.89000000000016
2018-09-17,124381,526,294682.8420000003
2018-09-17,129316,502,1455.299999999996
2018-09-18,535,970,103606.97400000006
2018-09-18,42616,473,134736.84000000104
2018-09-18,46774,1125,941451.3000000007
2018-09-18,57192,996,254664.90000000145
2018-09-18,86302,121,308.9700000000003
2018-09-18,124381,514,250135.2720000005
2018-09-18,129316,612,1753.1999999999928
2018-09-19,535,968,119196.00000000004
2018-09-19,42616,448,131831.33400000093
2018-09-19,46774,1149,1007231.0040000008
2018-09-19,57192,994,252070.9740000012
2018-09-19,86302,127,298.998
2018-09-19,124381,463,254899.29600000032
2018-09-19,129316,605,1822.0499999999977
2018-09-20,535,961,100189.08000000007
2018-09-20,42616,431,124410.33000000085
2018-09-20,46774,1467,1116954.324
2018-09-20,57192,976,227340.432000001
2018-09-20,86302,118,341.586
2018-09-20,124381,449,245279.1240000004
2018-09-20,129316,390,1142.549999999999
2018-09-21,535,892,94662.00000000007
2018-09-21,42616,387,109656.6840000007
2018-09-21,46774,864,748226.9339999997
2018-09-21,57192,960,206915.5260000008
2018-09-21,86302,125,311.4539999999999
2018-09-21,124381,447,256790.37600000043
2018-09-21,129316,337,1011.1500000000016
2018-09-22,535,684,69597.00000000003
2018-09-22,42616,385,115570.0620000008
2018-09-22,46774,411,329263.23600000027
2018-09-22,57192,761,142858.45800000045
2018-09-22,86302,81,230.076
2018-09-22,124381,346,187338.5280000004
2018-09-22,129316,251,732.6000000000006
2018-09-23,535,735,84546.14400000007
2018-09-23,42616,447,125930.6820000009
2018-09-23,46774,274,193930.14599999995
2018-09-23,57192,711,135311.63400000046
2018-09-23,86302,30,88.65
2018-09-23,124381,360,218567.48400000023
2018-09-23,129316,129,363.15000000000015
2018-09-24,535,1072,116096.40000000013
2018-09-24,42616,354,103690.1520000007
2018-09-24,46774,1065,899240.4179999991
2018-09-24,57192,1017,268025.0580000008
2018-09-24,86302,119,348.49800000000016
2018-09-24,124381,448,277689.52800000017
2018-09-24,129316,393,1133.5499999999995
2018-09-25,535,1016,108298.80000000006
2018-09-25,42616,468,141104.1600000009
2018-09-25,46774,1220,1026301.6439999996
2018-09-25,57192,969,266285.71800000046
2018-09-25,86302,98,182.26800000000003
2018-09-25,124381,435,231673.75200000024
2018-09-25,129316,257,746.5500000000002
2018-09-26,535,961,108531.00000000007
2018-09-26,42616,492,161118.23400000107
2018-09-26,46774,1009,939463.6139999982
2018-09-26,57192,1001,231692.13000000108
2018-09-26,86302,102,285.22799999999995
2018-09-26,124381,657,342574.5059999999
2018-09-26,129316,216,601.6500000000002
2018-09-27,535,920,133331.77800000002
2018-09-27,42616,431,145265.11200000095
2018-09-27,46774,935,807493.5359999998
2018-09-27,57192,1027,230863.5900000012
2018-09-27,86302,80,219.0240000000001
2018-09-27,124381,475,292650.3360000003
2018-09-27,129316,212,612.4500000000003
2018-09-28,535,932,112852.80000000012
2018-09-28,42616,410,133077.67200000086
2018-09-28,46774,1250,968584.5720000004
2018-09-28,57192,941,221826.2940000012
2018-09-28,86302,85,241.344
2018-09-28,124381,433,277757.5500000004
2018-09-28,129316,206,593.1000000000003
2018-09-29,535,721,77842.15200000005
2018-09-29,42616,532,169165.62000000116
2018-09-29,46774,554,387454.1040000001
2018-09-29,57192,825,150645.1140000004
2018-09-29,86302,52,162.72
2018-09-29,124381,295,190257.85800000007
2018-09-29,129316,286,868.0500000000001
2018-09-30,535,795,82882.65600000002
2018-09-30,42616,594,180625.8420000014
2018-09-30,46774,1252,732326.741999998
2018-09-30,57192,707,120869.67600000033
2018-09-30,86302,22,76.94999999999999
2018-09-30,124381,429,250896.9780000005
2018-09-30,129316,105,298.3500000000002
2018-10-01,535,1116,144743.4000000002
2018-10-01,42616,434,144025.00200000108
2018-10-01,46774,2405,2035881.468
2018-10-01,57192,1098,234378.1620000013
2018-10-01,86302,52,124.02
2018-10-01,124381,517,368484.1739999998
2018-10-01,129316,212,603.4500000000011
2018-10-02,535,1022,114054.78600000012
2018-10-02,42616,476,154905.19200000117
2018-10-02,46774,1707,1546203.0060000008
2018-10-02,57192,1026,234945.75600000107
2018-10-02,86302,81,246.7800000000001
2018-10-02,124381,492,256995.5220000005
2018-10-02,129316,304,900.0
2018-10-03,535,1001,120978.2880000001
2018-10-03,42616,436,140824.63800000094
2018-10-03,46774,1405,1481550.3
2018-10-03,57192,1085,292891.6980000009
2018-10-03,86302,48,125.91
2018-10-03,124381,488,272987.60400000046
2018-10-03,129316,230,674.5500000000002
2018-10-04,535,917,106419.40200000006
2018-10-04,42616,371,125767.94400000076
2018-10-04,46774,1407,1306563.2639999995
2018-10-04,57192,1038,216930.72600000133
2018-10-04,86302,44,114.57000000000002
2018-10-04,124381,464,269002.6020000004
2018-10-04,129316,224,641.2499999999998
2018-10-05,535,878,88541.24400000005
2018-10-05,42616,379,131950.17000000092
2018-10-05,46774,2185,1812372.948
2018-10-05,57192,1021,277986.3120000008
2018-10-05,86302,50,136.8
2018-10-05,124381,446,243706.3740000004
2018-10-05,129316,161,466.6499999999999
2018-10-06,535,679,76137.48000000004
2018-10-06,42616,429,134005.19400000098
2018-10-06,46774,762,620231.4900000002
2018-10-06,57192,812,138239.78400000045
2018-10-06,86302,27,76.95
2018-10-06,124381,406,249111.23400000032
2018-10-06,129316,150,433.3500000000001
2018-10-07,535,772,83849.47200000004
2018-10-07,42616,488,153183.74400000114
2018-10-07,46774,624,477066.5100000001
2018-10-07,57192,693,117379.94400000044
2018-10-07,86302,10,30.15
2018-10-07,124381,421,263880.07200000016
2018-10-07,129316,98,292.50000000000017
2018-10-08,535,985,114444.16200000008
2018-10-08,42616,490,162661.57200000112
2018-10-08,46774,2017,1773273.852000001
2018-10-08,57192,1225,313666.95599999983
2018-10-08,86302,81,207.99000000000004
2018-10-08,124381,471,276241.41000000015
2018-10-08,129316,142,404.5500000000004
2018-10-09,535,929,116208.99000000012
2018-10-09,42616,420,140354.31600000107
2018-10-09,46774,1458,1263072.275999997
2018-10-09,57192,1107,307390.9859999997
2018-10-09,86302,63,148.68
2018-10-09,124381,477,270062.76600000047
2018-10-09,129316,143,427.0500000000002
2018-10-10,535,951,117617.38200000009
2018-10-10,42616,521,169244.2080000013
2018-10-10,46774,2738,2404616.9400000004
2018-10-10,57192,1125,322901.54999999906
2018-10-10,86302,71,221.76
2018-10-10,124381,433,252497.7720000005
2018-10-10,129316,169,498.6000000000001
2018-10-11,535,946,119403.45
2018-10-11,42616,446,153984.92400000078
2018-10-11,46774,1433,1207300.5359999996
2018-10-11,57192,1127,253427.1660000013
2018-10-11,86302,93,268.79399999999987
2018-10-11,124381,478,288192.15000000043
2018-10-11,129316,171,507.60000000000025
2018-10-12,535,754,93717.64799999994
2018-10-12,42616,470,156820.500000001
2018-10-12,46774,1138,1039083.0479999988
2018-10-12,57192,1086,288078.60599999985
2018-10-12,86302,80,221.4
2018-10-12,124381,463,288333.86400000047
2018-10-12,129316,165,484.6500000000005
2018-10-13,535,648,71798.40000000004
2018-10-13,42616,462,141958.54800000097
2018-10-13,46774,568,567644.2739999997
2018-10-13,57192,906,166860.5040000009
2018-10-13,86302,61,190.8
2018-10-13,124381,433,270793.4400000006
2018-10-13,129316,140,396.4500000000002
2018-10-14,535,679,87133.59
2018-10-14,42616,523,171825.4620000013
2018-10-14,46774,490,351227.8259999998
2018-10-14,57192,808,172486.85400000063
2018-10-14,86302,12,37.8
2018-10-14,124381,505,297885.0240000003
2018-10-14,129316,123,359.99999999999994
2018-10-15,535,969,123715.8360000001
2018-10-15,42616,542,179818.74000000142
2018-10-15,46774,2484,2047410.791999996
2018-10-15,57192,1235,343270.3859999982
2018-10-15,86302,69,199.26000000000013
2018-10-15,124381,656,350259.2459999997
2018-10-15,129316,243,745.2
2018-10-16,535,907,123952.46399999998
2018-10-16,42616,444,140377.23000000097
2018-10-16,46774,1342,1216908.2159999998
2018-10-16,57192,1206,262249.6320000016
2018-10-16,86302,94,271.80000000000007
2018-10-16,124381,668,326437.2000000001
2018-10-16,129316,121,369.9000000000002
2018-10-17,535,950,119991.024
2018-10-17,42616,371,122946.75000000071
2018-10-17,46774,1138,916816.6619999998
2018-10-17,57192,1117,253410.82200000103
2018-10-17,86302,118,327.6000000000001
2018-10-17,124381,622,347851.7640000004
2018-10-17,129316,238,705.6000000000004
2018-10-18,535,830,106058.07000000002
2018-10-18,42616,339,126588.9780000007
2018-10-18,46774,1017,892199.0159999998
2018-10-18,57192,1069,253945.2780000013
2018-10-18,86302,84,227.97000000000017
2018-10-18,124381,586,325354.7879999999
2018-10-18,129316,252,738.0000000000002
2018-10-19,535,730,87720.35400000002
2018-10-19,42616,283,106123.05000000056
2018-10-19,46774,1097,939900.2039999992
2018-10-19,57192,1028,205214.59800000067
2018-10-19,86302,86,266.5440000000001
2018-10-19,124381,473,304018.25400000025
2018-10-19,129316,192,561.6000000000009
2018-10-20,535,614,83557.54800000002
2018-10-20,42616,459,148232.21400000114
2018-10-20,46774,839,520091.1719999998
2018-10-20,57192,876,207852.69600000052
2018-10-20,86302,63,191.25000000000009
2018-10-20,124381,380,288133.7220000002
2018-10-20,129316,250,743.8500000000006
2018-10-21,535,664,90149.49
2018-10-21,42616,527,177386.92200000133
2018-10-21,46774,353,255764.30399999992
2018-10-21,57192,702,145113.948
2018-10-21,86302,19,62.99999999999999
2018-10-21,124381,381,219588.6780000005
2018-10-21,129316,88,266.8500000000001
2018-10-22,535,922,119544.78600000008
2018-10-22,42616,512,175397.11200000122
2018-10-22,46774,1296,1100849.3819999984
2018-10-22,57192,1044,236479.2480000009
2018-10-22,86302,81,236.61000000000013
2018-10-22,124381,508,304017.5880000002
2018-10-22,129316,170,491.85000000000025
2018-10-23,535,807,102819.70799999996
2018-10-23,42616,427,148341.9420000011
2018-10-23,46774,888,861473.7539999988
2018-10-23,57192,954,295372.8
2018-10-23,86302,112,331.2000000000004
2018-10-23,124381,431,272384.73000000074
2018-10-23,129316,189,557.1000000000003
2018-10-24,535,842,109363.266
2018-10-24,42616,474,164504.70000000112
2018-10-24,46774,803,729773.442
2018-10-24,57192,1029,236073.0240000009
2018-10-24,86302,81,251.2800000000001
2018-10-24,124381,429,289108.3680000004
2018-10-24,129316,235,692.1000000000004
2018-10-25,535,732,109521.288
2018-10-25,42616,528,187765.50600000136
2018-10-25,46774,968,925778.952000001
2018-10-25,57192,1071,245059.0200000009
2018-10-25,86302,104,298.5480000000001
2018-10-25,124381,394,240569.3160000005
2018-10-25,129316,251,726.75
2018-10-26,535,768,91397.106
2018-10-26,42616,403,147759.570000001
2018-10-26,46774,825,697116.0599999998
2018-10-26,57192,925,183460.8960000008
2018-10-26,86302,71,207.9000000000001
2018-10-26,124381,335,250118.2800000004
2018-10-26,129316,196,554.8500000000003
2018-10-27,535,574,75098.26800000003
2018-10-27,42616,408,148425.246000001
2018-10-27,46774,429,335943.2160000002
2018-10-27,57192,788,157424.74200000035
2018-10-27,86302,83,259.5600000000001
2018-10-27,124381,386,194432.81400000045
2018-10-27,129316,184,549.9000000000005
2018-10-28,535,541,68927.47200000001
2018-10-28,42616,450,159535.51200000112
2018-10-28,46774,239,139911.2820000001
2018-10-28,57192,726,151653.2220000004
2018-10-28,86302,20,72.9
2018-10-28,124381,332,193802.2020000004
2018-10-28,129316,161,472.05
2018-10-29,535,666,86948.96400000004
2018-10-29,42616,504,172112.45400000125
2018-10-29,46774,445,307975.662
2018-10-29,57192,954,212732.8920000005
2018-10-29,86302,33,134.1
2018-10-29,124381,454,267046.2180000005
2018-10-29,129316,87,252.45
2018-10-30,535,823,117139.35600000004
2018-10-30,42616,466,162887.3460000011
2018-10-30,46774,1265,1052623.5299999989
2018-10-30,57192,1059,249800.0220000009
2018-10-30,86302,64,163.17000000000002
2018-10-30,124381,340,260678.28600000052
2018-10-30,129316,56,163.80000000000007
2018-10-31,535,900,116070.21
2018-10-31,42616,412,146839.87800000102
2018-10-31,46774,2001,1556968.734
2018-10-31,57192,915,232172.9640000009
2018-10-31,86302,59,194.94000000000003
2018-10-31,124381,383,254170.1340000004
2018-10-31,129316,109,288.45000000000005
2018-11-01,535,816,103019.29200000004
2018-11-01,42616,409,148008.60000000094
2018-11-01,46774,1982,1719153.9900000005
2018-11-01,57192,1043,236902.93200000108
2018-11-01,86302,57,157.662
2018-11-01,124381,411,239798.12400000065
2018-11-01,129316,133,392.85000000000025
2018-11-02,535,747,96799.04999999994
2018-11-02,42616,443,157736.2140000011
2018-11-02,46774,1522,1424904.389999996
2018-11-02,57192,1054,256014.48600000123
2018-11-02,86302,59,160.344
2018-11-02,124381,478,262008.2160000005
2018-11-02,129316,123,340.19999999999993
2018-11-03,535,583,70216.2
2018-11-03,42616,475,161476.02000000118
2018-11-03,46774,691,622529.1179999996
2018-11-03,57192,872,177146.4060000004
2018-11-03,86302,32,91.17000000000002
2018-11-03,124381,454,267372.6120000008
2018-11-03,129316,103,301.9500000000002
2018-11-04,535,643,88061.56200000002
2018-11-04,42616,516,179113.5180000013
2018-11-04,46774,541,422354.6280000004
2018-11-04,57192,754,142801.38000000003
2018-11-04,86302,8,26.1
2018-11-04,124381,433,282291.69600000046
2018-11-04,129316,78,237.14999999999984
2018-11-05,535,930,132001.668
2018-11-05,42616,518,179518.0860000014
2018-11-05,46774,2485,2165683.644000003
2018-11-05,57192,1257,324979.91999999963
2018-11-05,86302,91,248.9940000000001
2018-11-05,124381,467,269421.0660000003
2018-11-05,129316,128,365.40000000000026
2018-11-06,535,907,112825.79999999996
2018-11-06,42616,477,165168.63000000114
2018-11-06,46774,1642,1575481.6439999982
2018-11-06,57192,1170,310259.4480000001
2018-11-06,86302,79,216.99
2018-11-06,124381,509,295164.5580000005
2018-11-06,129316,138,403.2
2018-11-07,535,855,112033.02600000004
2018-11-07,42616,495,172706.83200000122
2018-11-07,46774,1787,1559597.0760000015
2018-11-07,57192,1101,244092.9780000012
2018-11-07,86302,79,214.2000000000001
2018-11-07,124381,520,302656.37400000065
2018-11-07,129316,203,594.9000000000004
2018-11-08,535,825,114640.29
2018-11-08,42616,495,172045.94400000136
2018-11-08,46774,1494,1321147.9439999997
2018-11-08,57192,1105,249198.19200000103
2018-11-08,86302,87,251.96400000000017
2018-11-08,124381,453,276477.87600000034
2018-11-08,129316,167,478.8000000000006
2018-11-09,535,710,91261.152
2018-11-09,42616,464,167220.37800000116
